Time Bucket (America/Los_Angeles),Main panel-Mains_A (kWhs),Main panel-Mains_B (kWhs),Main panel-Mains_C (kWhs),Main panel-Water Heater-Tankless water heater (kWhs),Main panel-Pump-Sump pump (kWhs),Main panel-Garage/Shop/Barn/Shed-Trash motion detector (kWhs),Main panel-Pump-Pool pump (kWhs),Main panel-Pump-Spa pump (kWhs),Main panel-Garage/Shop/Barn/Shed-Garden shed (kWhs),Main panel-Circuit_7 (kWhs),Main panel-Circuit_8 (kWhs),Main panel-Circuit_9 (kWhs),Main panel-Circuit_10 (kWhs),Main panel-Circuit_11 (kWhs),Main panel-Solar/Generation-Generator (kWhs),Main panel-Air Conditioner-Air Conditioner (kWhs),Main panel-Solar/Generation-Solar inverter (kWhs),Main panel-Cooktop/Range/Oven/Stove-Oven (kWhs),Main panel-Cooktop/Range/Oven/Stove-Stove (kWhs)
01/01/2024 00:00:00,No CT,-0.6330,-1.8208,0.0000,No CT,0.0210,0.0000,0.0000,0.0478,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0391,-0.0117,No CT,0.0094
01/01/2024 01:00:00,No CT,-0.2022,-1.4574,0.0000,No CT,0.0000,0.0000,0.0000,0.0481,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0389,-0.0103,No CT,0.0027
01/01/2024 02:00:00,No CT,-0.1885,-1.6171,0.0000,No CT,0.0000,0.0000,0.0000,0.0481,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0107,No CT,0.0008
01/01/2024 03:00:00,No CT,-0.1979,-1.7029,0.0000,No CT,0.0000,0.0000,0.0000,0.0481,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0391,-0.0110,No CT,0.0059
01/01/2024 04:00:00,No CT,-0.1621,-1.6439,0.0000,No CT,0.0000,0.0000,0.0000,0.0482,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0110,No CT,0.0074
01/01/2024 05:00:00,No CT,-0.2137,-1.7614,0.0000,No CT,0.0000,0.0000,0.0000,0.0482,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0113,No CT,0.0074
01/01/2024 06:00:00,No CT,-0.2161,-1.6146,0.0000,No CT,0.0005,0.0000,0.0000,0.0470,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0382,-0.0111,No CT,0.0066
01/01/2024 07:00:00,No CT,-0.2196,-1.6636,0.0000,No CT,0.0082,0.0000,0.0000,0.0460,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0380,-0.0173,No CT,0.0066
01/01/2024 08:00:00,No CT,-0.6018,-1.8878,0.0033,No CT,0.0001,0.0000,0.0000,0.0412,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0366,-0.1675,No CT,0.0011
01/01/2024 09:00:00,No CT,-0.5290,-1.9111,0.0011,No CT,0.0000,0.0000,0.0000,0.0651,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0375,-0.4033,No CT,0.0005
01/01/2024 10:00:00,No CT,-0.5534,-1.7445,0.0012,No CT,0.0000,0.0000,0.0000,0.0402,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0355,-0.6549,No CT,0.0003
01/01/2024 11:00:00,No CT,-0.6417,-3.3580,0.0042,No CT,0.0000,0.0000,0.0000,0.0433,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0380,-1.1108,No CT,0.0029
01/01/2024 12:00:00,No CT,-0.8047,-2.6305,0.0084,No CT,0.0000,0.0000,0.0000,0.0441,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0383,-1.4358,No CT,0.0015
01/01/2024 13:00:00,No CT,-0.5627,-2.9091,0.0003,No CT,0.0000,0.0000,0.0000,0.0421,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0380,-1.4995,No CT,0.0015
01/01/2024 14:00:00,No CT,-0.7409,-2.4828,0.0033,No CT,0.0001,0.0000,0.0000,0.0430,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0389,-1.3399,No CT,0.0011
01/01/2024 15:00:00,No CT,-0.6055,-2.6225,0.0003,No CT,0.0000,0.0000,0.0000,0.0459,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.5557,No CT,0.0010
01/01/2024 16:00:00,No CT,-0.8515,-2.4694,0.0000,No CT,0.0042,0.0000,0.0000,0.0671,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0464,No CT,0.0005
01/01/2024 17:00:00,No CT,-0.7108,-2.7080,0.0000,No CT,0.0309,0.0000,0.0000,0.0478,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0392,-0.0102,No CT,0.0010
01/01/2024 18:00:00,No CT,-1.2944,-3.3642,0.0013,No CT,0.0090,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0132,No CT,0.0085
01/01/2024 19:00:00,No CT,-0.7920,-2.8111,0.0000,No CT,0.0042,0.0000,0.0000,0.0487,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0121,No CT,0.0112
01/01/2024 20:00:00,No CT,-1.1286,-3.7631,0.0018,No CT,0.0170,0.0000,0.3454,0.0514,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0376,-0.0141,No CT,0.0116
01/01/2024 21:00:00,No CT,-1.6355,-3.3241,0.0051,No CT,0.0042,0.3472,0.0000,0.0497,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0137,No CT,0.0110
01/01/2024 22:00:00,No CT,-2.2171,-4.1579,0.0030,No CT,0.0089,0.6231,0.0000,0.0498,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0396,-0.0159,No CT,0.0117
01/01/2024 23:00:00,No CT,-0.9640,-2.9399,0.0038,No CT,0.0001,0.0000,0.0000,0.0502,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0130,No CT,0.0115
01/02/2024 00:00:00,No CT,-0.4659,-3.7162,0.0031,No CT,0.0115,0.0000,0.0000,0.0513,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0131,No CT,0.0121
01/02/2024 01:00:00,No CT,-0.2713,-2.0959,0.0011,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0104,No CT,0.0034
01/02/2024 02:00:00,No CT,-0.1928,-1.5586,0.0000,No CT,0.0058,0.0000,0.0000,0.0480,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0092,No CT,0.0005
01/02/2024 03:00:00,No CT,-0.1982,-1.4768,0.0000,No CT,0.0000,0.0000,0.0000,0.0479,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0088,No CT,0.0053
01/02/2024 04:00:00,No CT,-0.2601,-1.6739,0.0015,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0105,No CT,0.0076
01/02/2024 05:00:00,No CT,-0.2187,-1.7988,0.0000,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0101,No CT,0.0076
01/02/2024 06:00:00,No CT,-0.2108,-2.3659,0.0000,No CT,0.0000,0.0000,0.0000,0.0489,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0121,No CT,0.0098
01/02/2024 07:00:00,No CT,-0.2272,-1.7268,0.0000,No CT,0.0139,0.0000,0.0000,0.0475,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0405,-0.0203,No CT,0.0087
01/02/2024 08:00:00,No CT,-0.5213,-1.9837,0.0046,No CT,0.0001,0.0000,0.0000,0.0438,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.2322,No CT,0.0020
01/02/2024 09:00:00,No CT,-0.6100,-2.1065,0.0050,No CT,0.0001,0.0000,0.0000,0.0452,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.4013,No CT,0.0015
01/02/2024 10:00:00,No CT,-0.6758,-1.5570,0.0039,No CT,0.0000,0.0000,0.0000,0.0445,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.5211,No CT,0.0008
01/02/2024 11:00:00,No CT,-0.9912,-2.3615,0.0019,No CT,0.0000,0.0000,0.0000,0.0448,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0412,-0.6107,No CT,0.0016
01/02/2024 12:00:00,No CT,-0.9564,-2.1450,0.0004,No CT,0.0000,0.0000,0.0000,0.0450,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0419,-1.2957,No CT,0.0016
01/02/2024 13:00:00,No CT,-1.3097,-2.6873,0.0069,No CT,0.0002,0.0000,0.0000,0.0473,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0424,-1.9765,No CT,0.0023
01/02/2024 14:00:00,No CT,-0.8490,-2.1564,0.0000,No CT,0.0000,0.0000,0.0000,0.0470,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0417,-0.7268,No CT,0.0013
01/02/2024 15:00:00,No CT,-0.8890,-2.8209,0.0033,No CT,0.0000,0.0000,0.0000,0.0473,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0415,-0.4143,No CT,0.0023
01/02/2024 16:00:00,No CT,-0.7962,-2.1624,0.0000,No CT,0.0000,0.0000,0.0000,0.0485,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0410,-0.0356,No CT,0.0014
01/02/2024 17:00:00,No CT,-1.0946,-2.5983,0.0008,No CT,0.0001,0.0000,0.0000,0.0568,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0130,No CT,0.0013
01/02/2024 18:00:00,No CT,-1.1267,-2.4898,0.0000,No CT,0.0042,0.0000,0.0000,0.0663,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0139,No CT,0.0089
01/02/2024 19:00:00,No CT,-1.1246,-2.6882,0.0005,No CT,0.0046,0.0000,0.0000,0.0602,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.0148,No CT,0.0116
01/02/2024 20:00:00,No CT,-1.1109,-3.8210,0.0027,No CT,0.0168,0.0000,0.3442,0.0654,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0378,-0.0164,No CT,0.0121
01/02/2024 21:00:00,No CT,-1.1424,-3.3425,0.0001,No CT,0.0000,0.0000,0.0000,0.5710,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0384,-0.0157,No CT,0.0115
01/02/2024 22:00:00,No CT,-1.0787,-2.4701,0.0039,No CT,0.0001,0.0000,0.0000,0.0632,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.0146,No CT,0.0113
01/02/2024 23:00:00,No CT,-0.4161,-1.6514,0.0000,No CT,0.0000,0.0000,0.0000,0.0634,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0130,No CT,0.0108
01/03/2024 00:00:00,No CT,-0.2878,-1.7244,0.0000,No CT,0.0000,0.0000,0.0000,0.0493,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0130,No CT,0.0109
01/03/2024 01:00:00,No CT,-0.1654,-1.7486,0.0000,No CT,0.0000,0.0000,0.0000,0.0482,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0133,No CT,0.0035
01/03/2024 02:00:00,No CT,-1.2480,-2.9815,0.0001,No CT,0.0000,0.0000,0.0000,0.0480,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0160,No CT,0.0024
01/03/2024 03:00:00,No CT,-0.7400,-2.4753,0.0012,No CT,0.0001,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0148,No CT,0.0077
01/03/2024 04:00:00,No CT,-0.1365,-1.4859,0.0000,No CT,0.0000,0.0000,0.0000,0.0479,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0126,No CT,0.0080
01/03/2024 05:00:00,No CT,-0.1953,-1.5707,0.0000,No CT,0.0000,0.0000,0.0000,0.0476,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0392,-0.0125,No CT,0.0079
01/03/2024 06:00:00,No CT,-0.1825,-2.0815,0.0000,No CT,0.0000,0.0000,0.0000,0.0468,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0388,-0.0129,No CT,0.0092
01/03/2024 07:00:00,No CT,-0.2027,-1.7706,0.0000,No CT,0.0173,0.0000,0.0000,0.0459,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0305,No CT,0.0089
01/03/2024 08:00:00,No CT,-0.5205,-2.0716,0.0066,No CT,0.0001,0.0000,0.0000,0.0617,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0384,-0.0991,No CT,0.0022
01/03/2024 09:00:00,No CT,-0.5179,-1.9037,0.0024,No CT,0.0000,0.0000,0.0000,0.0721,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0378,-0.1920,No CT,0.0016
01/03/2024 10:00:00,No CT,-0.5181,-1.9405,0.0050,No CT,0.0000,0.0000,0.0000,0.0712,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.6359,No CT,0.0017
01/03/2024 11:00:00,No CT,-0.4912,-1.7898,0.0000,No CT,0.0000,0.0000,0.0000,0.0710,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0376,-1.1573,No CT,0.0015
01/03/2024 12:00:00,No CT,-0.7110,-2.7133,0.0025,No CT,0.0001,0.0247,0.0000,0.0824,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-1.0930,No CT,0.0024
01/03/2024 13:00:00,No CT,-0.7771,-3.0036,0.0010,No CT,0.0000,0.0954,0.0000,0.0877,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-1.2427,No CT,0.0030
01/03/2024 14:00:00,No CT,-0.7860,-3.8759,0.0063,No CT,0.0001,0.0000,0.0000,0.0873,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-1.2953,No CT,0.0049
01/03/2024 15:00:00,No CT,-0.4549,-2.3058,0.0024,No CT,0.0000,0.0000,0.0000,0.0633,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0414,-0.7079,No CT,0.0021
01/03/2024 16:00:00,No CT,-0.2752,-2.0205,0.0000,No CT,0.0043,0.0000,0.0000,0.0615,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-0.1313,No CT,0.0013
01/03/2024 17:00:00,No CT,-0.5560,-2.2744,0.0006,No CT,0.0340,0.0000,0.0000,0.0804,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0104,No CT,0.0011
01/03/2024 18:00:00,No CT,-0.6943,-5.4680,0.0042,No CT,0.0301,0.0000,0.0000,0.5197,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0163,No CT,0.0108
01/03/2024 19:00:00,No CT,-0.9729,-4.8333,0.0000,No CT,0.0160,0.0000,0.0000,0.0908,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0396,-0.0155,No CT,0.0127
01/03/2024 20:00:00,No CT,-0.9815,-3.9505,0.0007,No CT,0.0141,0.0000,0.3452,0.0916,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0370,-0.0146,No CT,0.0118
01/03/2024 21:00:00,No CT,-2.1202,-3.9773,0.0047,No CT,0.0025,0.2157,0.0000,0.0903,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0159,No CT,0.0119
01/03/2024 22:00:00,No CT,-2.2164,-4.6419,0.0023,No CT,0.0071,0.2733,0.0000,0.0923,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0171,No CT,0.0123
01/03/2024 23:00:00,No CT,-1.0882,-3.2807,0.0034,No CT,0.0166,0.0000,0.0000,0.0908,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0142,No CT,0.0118
01/04/2024 00:00:00,No CT,-0.8208,-2.4910,0.0000,No CT,0.0000,0.0000,0.0000,0.0519,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0126,No CT,0.0111
01/04/2024 01:00:00,No CT,-0.6033,-1.7493,0.0000,No CT,0.0000,0.0000,0.0000,0.0480,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0112,No CT,0.0030
01/04/2024 02:00:00,No CT,-0.5882,-1.6775,0.0000,No CT,0.0045,0.0000,0.0000,0.0483,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0110,No CT,0.0007
01/04/2024 03:00:00,No CT,-0.4131,-1.7160,0.0000,No CT,0.0075,0.0000,0.0000,0.0481,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0111,No CT,0.0058
01/04/2024 04:00:00,No CT,-0.1883,-1.4407,0.0000,No CT,0.0000,0.0000,0.0000,0.0483,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0393,-0.0100,No CT,0.0066
01/04/2024 05:00:00,No CT,-0.1918,-1.5079,0.0000,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0391,-0.0095,No CT,0.0067
01/04/2024 06:00:00,No CT,-0.1949,-2.2164,0.0000,No CT,0.0170,0.0000,0.0000,0.0490,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0114,No CT,0.0090
01/04/2024 07:00:00,No CT,-0.2056,-1.8885,0.0000,No CT,0.0255,0.0000,0.0000,0.0465,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0152,No CT,0.0086
01/04/2024 08:00:00,No CT,-0.6709,-2.3031,0.0092,No CT,0.0002,0.0000,0.0000,0.0727,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.0816,No CT,0.0028
01/04/2024 09:00:00,No CT,-0.3660,-2.0234,0.0002,No CT,0.0000,0.0000,0.0000,0.0959,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.1949,No CT,0.0021
01/04/2024 10:00:00,No CT,-0.4104,-2.1481,0.0034,No CT,0.0000,0.0000,0.0000,0.0752,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.6269,No CT,0.0025
01/04/2024 11:00:00,No CT,-0.6192,-2.3575,0.0032,No CT,0.0001,0.0000,0.0000,0.0766,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-1.1725,No CT,0.0025
01/04/2024 12:00:00,No CT,-0.4393,-1.7893,0.0000,No CT,0.0000,0.0000,0.0000,0.1099,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0417,-1.5165,No CT,0.0019
01/04/2024 13:00:00,No CT,-0.5736,-3.0896,0.0007,No CT,0.0000,0.0000,0.0000,0.3606,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-1.6223,No CT,0.0027
01/04/2024 14:00:00,No CT,-0.8412,-2.8766,0.0022,No CT,0.0001,0.0658,0.0000,0.0782,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0416,-1.3780,No CT,0.0026
01/04/2024 15:00:00,No CT,-0.7326,-3.3782,0.0051,No CT,0.0000,0.0000,0.0000,0.0788,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.6037,No CT,0.0034
01/04/2024 16:00:00,No CT,-0.5785,-3.1860,0.0011,No CT,0.0000,0.0000,0.0000,0.0770,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-0.0571,No CT,0.0031
01/04/2024 17:00:00,No CT,-0.7391,-2.8157,0.0013,No CT,0.0090,0.0000,0.0000,0.0796,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0403,-0.0105,No CT,0.0022
01/04/2024 18:00:00,No CT,-0.8130,-3.1000,0.0000,No CT,0.0140,0.0000,0.0000,0.0813,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0125,No CT,0.0096
01/04/2024 19:00:00,No CT,-0.7857,-3.1195,0.0000,No CT,0.0100,0.0000,0.0000,0.0831,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0122,No CT,0.0117
01/04/2024 20:00:00,No CT,-1.0967,-4.0927,0.0082,No CT,0.0105,0.0000,0.3338,0.0815,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0366,-0.0143,No CT,0.0117
01/04/2024 21:00:00,No CT,-1.1559,-3.0372,0.0029,No CT,0.0045,0.0898,0.0000,0.0819,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0132,No CT,0.0114
01/04/2024 22:00:00,No CT,-1.3349,-3.4948,0.0015,No CT,0.0000,0.1968,0.0000,0.0799,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0388,-0.0138,No CT,0.0110
01/04/2024 23:00:00,No CT,-0.6858,-2.1465,0.0032,No CT,0.0001,0.0000,0.0000,0.0809,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0383,-0.0106,No CT,0.0096
01/05/2024 00:00:00,No CT,-0.2875,-1.7455,0.0000,No CT,0.0000,0.0000,0.0000,0.0503,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0384,-0.0088,No CT,0.0098
01/05/2024 01:00:00,No CT,-0.1952,-1.6804,0.0000,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0090,No CT,0.0028
01/05/2024 02:00:00,No CT,-0.1647,-1.5767,0.0000,No CT,0.0000,0.0000,0.0000,0.0485,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0389,-0.0088,No CT,0.0004
01/05/2024 03:00:00,No CT,-0.1738,-1.4378,0.0000,No CT,0.0047,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0390,-0.0084,No CT,0.0048
01/05/2024 04:00:00,No CT,-0.1365,-1.3442,0.0000,No CT,0.0000,0.0000,0.0000,0.0483,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0387,-0.0084,No CT,0.0059
01/05/2024 05:00:00,No CT,-0.1974,-1.3197,0.0000,No CT,0.0000,0.0000,0.0000,0.0482,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0386,-0.0083,No CT,0.0056
01/05/2024 06:00:00,No CT,-0.1958,-2.2884,0.0000,No CT,0.0100,0.0000,0.0000,0.0494,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0120,No CT,0.0093
01/05/2024 07:00:00,No CT,-0.1944,-1.8278,0.0000,No CT,0.0325,0.0000,0.0000,0.0468,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0188,No CT,0.0087
01/05/2024 08:00:00,No CT,-0.7129,-2.4483,0.0084,No CT,0.0002,0.0000,0.0000,0.0709,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.1487,No CT,0.0020
01/05/2024 09:00:00,No CT,-0.5526,-1.9725,0.0011,No CT,0.0000,0.0000,0.0000,0.0766,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.5337,No CT,0.0010
01/05/2024 10:00:00,No CT,-0.5653,-2.5927,0.0038,No CT,0.0000,0.0000,0.0000,0.0778,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.6597,No CT,0.0021
01/05/2024 11:00:00,No CT,-1.0287,-2.6409,0.0024,No CT,0.0000,0.0000,0.0000,0.0763,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-1.1990,No CT,0.0020
01/05/2024 12:00:00,No CT,-1.0025,-2.2272,0.0001,No CT,0.0000,0.0000,0.0000,0.0787,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0423,-1.5789,No CT,0.0012
01/05/2024 13:00:00,No CT,-0.6388,-2.3723,0.0004,No CT,0.0000,0.0000,0.0000,0.0808,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-1.6863,No CT,0.0015
01/05/2024 14:00:00,No CT,-0.6748,-2.6435,0.0016,No CT,0.0000,0.0000,0.0000,0.0811,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-1.4631,No CT,0.0019
01/05/2024 15:00:00,No CT,-0.9968,-3.6787,0.0059,No CT,0.0001,0.0643,0.0000,0.0793,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.6215,No CT,0.0033
01/05/2024 16:00:00,No CT,-0.5795,-3.3847,0.0032,No CT,0.0000,0.0000,0.0000,0.0814,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.0491,No CT,0.0033
01/05/2024 17:00:00,No CT,-0.6511,-3.2474,0.0011,No CT,0.0593,0.0000,0.0000,0.0860,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0402,-0.0120,No CT,0.0021
01/05/2024 18:00:00,No CT,-0.9127,-3.0142,0.0064,No CT,0.0045,0.0000,0.0000,0.0881,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.0120,No CT,0.0093
01/05/2024 19:00:00,No CT,-0.6393,-2.9791,0.0000,No CT,0.0138,0.0000,0.0000,0.0801,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0122,No CT,0.0120
01/05/2024 20:00:00,No CT,-0.8067,-4.3241,0.0001,No CT,0.0097,0.0000,0.3448,0.0841,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0366,-0.0142,No CT,0.0121
01/05/2024 21:00:00,No CT,-2.2779,-4.5389,0.0004,No CT,0.0001,0.0000,0.0000,0.0828,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0161,No CT,0.0123
01/05/2024 22:00:00,No CT,-0.6169,-3.0240,0.0030,No CT,0.0070,0.0000,0.0000,0.0833,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0121,No CT,0.0117
01/05/2024 23:00:00,No CT,-0.3964,-2.5581,0.0000,No CT,0.0000,0.0000,0.0000,0.0841,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0394,-0.0103,No CT,0.0113
01/06/2024 00:00:00,No CT,-0.3314,-1.8578,0.0000,No CT,0.0000,0.0000,0.0000,0.0505,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0398,-0.0085,No CT,0.0107
01/06/2024 01:00:00,No CT,-0.1984,-1.6929,0.0000,No CT,0.0000,0.0000,0.0000,0.0486,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0075,No CT,0.0032
01/06/2024 02:00:00,No CT,-0.1681,-1.4369,0.0000,No CT,0.0046,0.0000,0.0000,0.0486,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0400,-0.0057,No CT,0.0006
01/06/2024 03:00:00,No CT,-0.1765,-1.4720,0.0000,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0065,No CT,0.0056
01/06/2024 04:00:00,No CT,-0.1398,-1.4983,0.0000,No CT,0.0000,0.0000,0.0000,0.0484,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0078,No CT,0.0074
01/06/2024 05:00:00,No CT,-0.1960,-1.8177,0.0000,No CT,0.0000,0.0000,0.0000,0.0488,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0085,No CT,0.0083
01/06/2024 06:00:00,No CT,-0.1932,-2.3172,0.0000,No CT,0.0000,0.0000,0.0000,0.0493,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0103,No CT,0.0096
01/06/2024 07:00:00,No CT,-0.5544,-1.8714,0.0098,No CT,0.0047,0.0000,0.0000,0.0457,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0399,-0.0195,No CT,0.0079
01/06/2024 08:00:00,No CT,-0.4954,-1.9356,0.0022,No CT,0.0000,0.0000,0.0000,0.0873,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.2207,No CT,0.0014
01/06/2024 09:00:00,No CT,-0.3734,-2.1599,0.0000,No CT,0.0000,0.0000,0.0000,0.0895,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0396,-0.4803,No CT,0.0014
