Time Bucket (America/Los_Angeles),Main panel-Mains_A (kWhs),Main panel-Mains_B (kWhs),Main panel-Mains_C (kWhs),Main panel-Water Heater-Tankless water heater (kWhs),Main panel-Pump-Sump pump (kWhs),Main panel-Garage/Shop/Barn/Shed-Trash motion detector (kWhs),Main panel-Pump-Pool pump (kWhs),Main panel-Pump-Spa pump (kWhs),Main panel-Garage/Shop/Barn/Shed-Garden shed (kWhs),Main panel-Circuit_7 (kWhs),Main panel-Circuit_8 (kWhs),Main panel-Circuit_9 (kWhs),Main panel-Circuit_10 (kWhs),Main panel-Circuit_11 (kWhs),Main panel-Solar/Generation-Generator (kWhs),Main panel-Air Conditioner-Air Conditioner (kWhs),Main panel-Solar/Generation-Solar inverter (kWhs),Main panel-Cooktop/Range/Oven/Stove-Oven (kWhs),Main panel-Cooktop/Range/Oven/Stove-Stove (kWhs)
08/21/2024 14:00:00,No CT,-3.1552,-4.2076,0.0066,No CT,0.0007,0.0000,0.0000,0.0679,No CT,No CT,No CT,No CT,No CT,-0.0000,0.9395,-3.3126,0.0005,1.4100
08/21/2024 15:00:00,No CT,-2.4883,-4.4330,0.0012,No CT,0.0004,0.0000,0.0000,0.0709,No CT,No CT,No CT,No CT,No CT,-0.0000,0.9114,-3.2521,0.0005,0.9336
08/21/2024 16:00:00,No CT,-3.3974,-6.2113,0.0055,No CT,0.0000,0.0000,0.0000,0.0705,No CT,No CT,No CT,No CT,No CT,-0.0000,2.3100,-2.5253,0.0005,0.3705
08/21/2024 17:00:00,No CT,-0.5283,-2.2399,0.0008,No CT,0.0000,0.0000,0.0000,0.0713,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-1.0558,0.0006,0.0223
08/21/2024 18:00:00,No CT,-2.3543,-4.5885,0.0020,No CT,0.0000,0.0000,0.0000,0.0688,No CT,No CT,No CT,No CT,No CT,-0.0000,1.1292,-0.1374,0.0006,0.0125
08/21/2024 19:00:00,No CT,-1.2311,-2.9109,0.0040,No CT,0.0025,0.0000,0.0000,0.0696,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0240,-0.0379,0.0014,0.0564
08/21/2024 20:00:00,No CT,-1.7242,-3.0538,0.0036,No CT,0.0148,0.0000,0.0000,0.0734,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.0112,0.0014,0.1777
08/21/2024 21:00:00,No CT,-2.4886,-4.3798,0.0039,No CT,0.0011,0.4046,0.2798,0.0742,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0397,-0.0152,0.0005,0.1776
08/21/2024 22:00:00,No CT,-2.4229,-4.0108,0.0046,No CT,0.0005,0.5326,0.0658,0.0734,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.0142,0.0002,0.1770
08/21/2024 23:00:00,No CT,-1.1402,-2.4876,0.0046,No CT,0.0127,0.0000,0.0000,0.0716,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0410,-0.0102,0.0000,0.1352
08/22/2024 00:00:00,No CT,-0.2533,-2.0987,0.0000,No CT,0.0000,0.0000,0.0000,0.0512,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0406,-0.0080,0.0047,0.0108
08/22/2024 01:00:00,No CT,-0.2390,-1.6329,0.0000,No CT,0.0000,0.0000,0.0000,0.0509,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0409,-0.0065,0.0000,0.0104
08/22/2024 02:00:00,No CT,-0.1958,-1.5375,0.0000,No CT,0.0097,0.0000,0.0000,0.0509,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0412,-0.0069,0.0113,0.0106
08/22/2024 03:00:00,No CT,-0.1694,-1.6018,0.0000,No CT,0.0000,0.0000,0.0000,0.0513,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-0.0082,0.0114,0.0110
08/22/2024 04:00:00,No CT,-0.2870,-1.5858,0.0000,No CT,0.0048,0.0000,0.0000,0.0519,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.0081,0.0125,0.0108
08/22/2024 05:00:00,No CT,-1.0590,-2.6064,0.0000,No CT,0.0000,0.0000,0.0000,0.1537,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0426,-0.0122,0.0185,0.0116
08/22/2024 06:00:00,No CT,-0.9017,-3.1031,0.0000,No CT,0.0000,0.0000,0.0000,0.3482,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0419,-0.0140,0.0211,0.0119
08/22/2024 07:00:00,No CT,-0.8529,-3.1216,0.0000,No CT,0.0000,0.0000,0.0000,0.3634,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0412,-0.0536,0.0157,0.0116
08/22/2024 08:00:00,No CT,-1.1688,-3.1268,0.0054,No CT,0.0001,0.0000,0.0000,0.3621,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0414,-0.2214,0.0066,0.0116
08/22/2024 09:00:00,No CT,-0.5783,-2.1512,0.0017,No CT,0.0000,0.0000,0.0000,0.1231,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0416,-0.5897,0.0000,0.0113
08/22/2024 10:00:00,No CT,-1.8500,-2.2915,0.0066,No CT,0.0005,0.0000,0.0000,0.1041,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0438,-1.1659,0.0004,1.3998
08/22/2024 11:00:00,No CT,-2.4315,-3.4535,0.0056,No CT,0.0009,0.0000,0.0000,0.0888,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0443,-1.4656,0.0004,1.4483
08/22/2024 12:00:00,No CT,-2.0482,-3.5124,0.0001,No CT,0.0006,0.0000,0.0000,0.0843,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0442,-1.5567,0.0004,1.4502
08/22/2024 13:00:00,No CT,-2.1349,-2.3796,0.0010,No CT,0.0006,0.0000,0.0000,0.0838,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0443,-2.3899,0.0004,1.4417
08/22/2024 14:00:00,No CT,-2.0856,-2.4623,0.0028,No CT,0.0006,0.0000,0.0000,0.0843,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0444,-2.6699,0.0004,1.4283
08/22/2024 15:00:00,No CT,-2.0312,-2.4681,0.0011,No CT,0.0004,0.0000,0.0000,0.0869,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0440,-2.9885,0.0004,0.9307
08/22/2024 16:00:00,No CT,-1.3315,-3.3071,0.0024,No CT,0.0001,0.0000,0.0000,0.0876,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0293,-2.4204,0.0004,0.3701
08/22/2024 17:00:00,No CT,-0.5693,-3.2316,0.0026,No CT,0.0000,0.0000,0.0000,0.0866,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.9879,0.0004,0.0219
08/22/2024 18:00:00,No CT,-1.3732,-3.6111,0.0055,No CT,0.0000,0.0000,0.0000,0.0852,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.2632,0.0009,0.0125
08/22/2024 19:00:00,No CT,-1.5258,-3.4644,0.0014,No CT,0.0047,0.0000,0.0000,0.0871,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0097,-0.0365,0.0009,0.0717
08/22/2024 20:00:00,No CT,-1.5616,-3.0693,0.0062,No CT,0.0089,0.0000,0.0000,0.0915,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0426,-0.0128,0.0004,0.1799
08/22/2024 21:00:00,No CT,-3.6981,-5.6533,0.0048,No CT,0.0021,0.6108,0.2652,0.0894,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0390,-0.0184,1.0072,0.1735
08/22/2024 22:00:00,No CT,-1.4514,-3.1288,0.0068,No CT,0.0003,0.0213,0.0671,0.0893,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0415,-0.0131,0.0004,0.1790
08/22/2024 23:00:00,No CT,-0.5608,-2.3887,0.0001,No CT,0.0000,0.0000,0.0000,0.0861,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0107,0.0004,0.1158
08/23/2024 00:00:00,No CT,-0.2387,-1.9233,0.0000,No CT,0.0054,0.0000,0.0000,0.0496,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0401,-0.0094,0.0004,0.0108
08/23/2024 01:00:00,No CT,-0.2300,-1.7433,0.0000,No CT,0.0089,0.0000,0.0000,0.0509,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0414,-0.0095,0.0004,0.0111
08/23/2024 02:00:00,No CT,-0.1975,-1.7995,0.0010,No CT,0.0000,0.0000,0.0000,0.0509,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0414,-0.0098,0.0004,0.0110
08/23/2024 03:00:00,No CT,-0.1561,-1.5787,0.0000,No CT,0.0000,0.0000,0.0000,0.0507,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.0093,0.0005,0.0109
08/23/2024 04:00:00,No CT,-0.2632,-1.5785,0.0000,No CT,0.0000,0.0000,0.0000,0.0506,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0412,-0.0095,0.0000,0.0108
08/23/2024 05:00:00,No CT,-1.1287,-2.4173,0.0000,No CT,0.0000,0.0000,0.0000,0.0505,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0422,-0.0125,0.0000,0.0113
08/23/2024 06:00:00,No CT,-0.9500,-2.4606,0.0000,No CT,0.0000,0.0000,0.0000,0.0531,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0422,-0.0161,0.0000,0.0114
08/23/2024 07:00:00,No CT,-0.8967,-2.4116,0.0000,No CT,0.0000,0.0000,0.0000,0.0750,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0425,-0.1636,0.0000,0.0118
08/23/2024 08:00:00,No CT,-0.9128,-2.2753,0.0047,No CT,0.0001,0.0000,0.0000,0.0714,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0427,-0.6455,0.0012,0.0117
08/23/2024 09:00:00,No CT,-0.3030,-1.8784,0.0000,No CT,0.0000,0.0000,0.0000,0.0740,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.8040,0.0011,0.0116
08/23/2024 10:00:00,No CT,-1.8350,-1.9339,0.0101,No CT,0.0003,0.0000,0.0000,0.0715,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0441,-1.1899,0.0011,1.4019
08/23/2024 11:00:00,No CT,-1.9307,-2.0212,0.0009,No CT,0.0002,0.0000,0.0000,0.0733,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0441,-1.5520,0.0011,1.4444
08/23/2024 12:00:00,No CT,-2.0607,-2.3323,0.0032,No CT,0.0003,0.0000,0.0000,0.0698,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0443,-1.6775,0.0011,1.4498
08/23/2024 13:00:00,No CT,-2.5227,-2.8238,0.0073,No CT,0.0009,0.1361,0.0000,0.0705,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0443,-1.8796,0.0011,1.4385
08/23/2024 14:00:00,No CT,-2.0916,-3.0937,0.0065,No CT,0.0004,0.0000,0.0000,0.0718,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0441,-1.8555,0.0000,1.4416
08/23/2024 15:00:00,No CT,-1.5886,-2.9674,0.0043,No CT,0.0001,0.0000,0.0000,0.0702,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0435,-0.9599,0.0000,0.9400
08/23/2024 16:00:00,No CT,-1.0957,-3.7959,0.0075,No CT,0.0000,0.0000,0.0000,0.0740,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0430,-1.1866,0.0000,0.3720
08/23/2024 17:00:00,No CT,-0.2179,-2.1866,0.0000,No CT,0.0000,0.0000,0.0000,0.0724,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0422,-1.0242,0.0000,0.0192
08/23/2024 18:00:00,No CT,-1.2768,-3.2261,0.0016,No CT,0.0000,0.0000,0.0000,0.0737,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0423,-0.4470,0.0000,0.0395
08/23/2024 19:00:00,No CT,-1.5702,-3.0776,0.0003,No CT,0.0038,0.0000,0.0000,0.0730,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0422,-0.0379,0.0000,0.1729
08/23/2024 20:00:00,No CT,-3.0547,-3.9432,0.0076,No CT,0.0064,0.3088,0.0000,0.0769,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0431,-0.0158,0.0000,0.2746
08/23/2024 21:00:00,No CT,-2.9947,-4.6506,0.0034,No CT,0.0056,0.4739,0.2825,0.0774,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0409,-0.0169,0.0000,0.2773
08/23/2024 22:00:00,No CT,-1.9400,-3.0010,0.0075,No CT,0.0127,0.0000,0.0680,0.0767,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.0131,0.0001,0.2782
08/23/2024 23:00:00,No CT,-1.0914,-1.9794,0.0001,No CT,0.0000,0.0000,0.0000,0.0747,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.0094,0.0001,0.2128
08/24/2024 00:00:00,No CT,-0.3437,-1.9807,0.0000,No CT,0.0367,0.0000,0.0000,0.0508,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0065,0.0000,0.1078
08/24/2024 01:00:00,No CT,-0.2822,-1.7453,0.0000,No CT,0.0000,0.0000,0.0000,0.0506,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0405,-0.0050,0.0015,0.0459
08/24/2024 02:00:00,No CT,-0.1928,-1.5595,0.0000,No CT,0.0000,0.0000,0.0000,0.0505,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0407,-0.0045,0.0000,0.0199
08/24/2024 03:00:00,No CT,-0.2115,-1.5303,0.0017,No CT,0.0000,0.0000,0.0000,0.0505,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0404,-0.0040,0.0000,0.0153
08/24/2024 04:00:00,No CT,-0.2316,-1.5159,0.0000,No CT,0.0000,0.0000,0.0000,0.0506,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.0058,0.0000,0.0139
08/24/2024 05:00:00,No CT,-1.0404,-2.3332,0.0000,No CT,0.0267,0.0000,0.0000,0.0540,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0424,-0.0107,0.0000,0.0140
08/24/2024 06:00:00,No CT,-1.1149,-3.9836,0.0056,No CT,0.0000,0.0000,0.0000,0.6627,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0410,-0.0162,0.0000,0.0132
08/24/2024 07:00:00,No CT,-1.3974,-3.8220,0.0038,No CT,0.0000,0.0000,0.0000,0.5738,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.0885,0.0000,0.0127
08/24/2024 08:00:00,No CT,-1.3963,-2.8014,0.0002,No CT,0.0000,0.0000,0.0000,0.3563,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0417,-0.2863,0.0000,0.0119
08/24/2024 09:00:00,No CT,-0.6442,-2.0101,0.0000,No CT,0.0000,0.0000,0.0000,0.1194,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0421,-0.9138,0.0002,0.0122
08/24/2024 10:00:00,No CT,-1.6752,-1.9471,0.0005,No CT,0.0001,0.0000,0.0000,0.0811,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0440,-1.3891,0.0009,1.3914
08/24/2024 11:00:00,No CT,-1.7323,-1.8256,0.0006,No CT,0.0001,0.0000,0.0000,0.0792,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0440,-1.4484,0.0009,1.4485
08/24/2024 12:00:00,No CT,-1.7260,-1.7724,0.0007,No CT,0.0001,0.0000,0.0000,0.0794,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0440,-2.3246,0.0009,1.4412
08/24/2024 13:00:00,No CT,-1.7117,-1.8793,0.0006,No CT,0.0001,0.0000,0.0000,0.0798,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0237,-2.7627,0.0009,1.4426
08/24/2024 14:00:00,No CT,-1.6763,-1.7559,0.0007,No CT,0.0001,0.0000,0.0000,0.0822,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-3.1631,0.0009,1.4270
08/24/2024 15:00:00,No CT,-1.1793,-1.8881,0.0002,No CT,0.0000,0.0000,0.0000,0.0805,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-3.0221,0.0009,0.9287
08/24/2024 16:00:00,No CT,-0.6096,-1.8918,0.0000,No CT,0.0000,0.0000,0.0000,0.0827,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-2.3076,0.0009,0.3612
08/24/2024 17:00:00,No CT,-0.2165,-1.6565,0.0000,No CT,0.0000,0.0000,0.0000,0.0819,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.9425,0.0009,0.0195
08/24/2024 18:00:00,No CT,-0.8113,-2.3307,0.0000,No CT,0.0000,0.0000,0.0000,0.0827,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.2229,0.0009,0.0125
08/24/2024 19:00:00,No CT,-0.7437,-2.3498,0.0000,No CT,0.0044,0.0000,0.0000,0.0830,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0478,0.0009,0.0647
08/24/2024 20:00:00,No CT,-1.0560,-2.2262,0.0010,No CT,0.0146,0.0000,0.0000,0.0889,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0066,-0.0087,0.0005,0.1795
08/24/2024 21:00:00,No CT,-1.0261,-3.0956,0.0064,No CT,0.0045,0.0000,0.2810,0.0901,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0395,-0.0115,0.0005,0.1795
08/24/2024 22:00:00,No CT,-1.1220,-2.9160,0.0000,No CT,0.0000,0.0000,0.0686,0.0876,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.0117,0.0005,0.1794
08/24/2024 23:00:00,No CT,-0.9755,-2.2695,0.0033,No CT,0.0002,0.0000,0.0000,0.0815,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0409,-0.0100,0.0005,0.1283
08/25/2024 00:00:00,No CT,-0.2363,-1.8260,0.0000,No CT,0.0087,0.0000,0.0000,0.0507,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.0067,0.0084,0.0120
08/25/2024 01:00:00,No CT,-0.2306,-1.5839,0.0000,No CT,0.0000,0.0000,0.0000,0.0523,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0411,-0.0065,0.0072,0.0119
08/25/2024 02:00:00,No CT,-0.1653,-1.7340,0.0000,No CT,0.0000,0.0000,0.0000,0.0509,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0414,-0.0077,0.0001,0.0121
08/25/2024 03:00:00,No CT,-0.1616,-1.4575,0.0003,No CT,0.0000,0.0000,0.0000,0.0506,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.0064,0.0000,0.0120
08/25/2024 04:00:00,No CT,-0.2144,-1.4762,0.0000,No CT,0.0000,0.0000,0.0000,0.0518,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0414,-0.0065,0.0002,0.0118
08/25/2024 05:00:00,No CT,-1.0608,-2.7266,0.0000,No CT,0.0000,0.0000,0.0000,0.1573,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-0.0119,0.0031,0.0126
08/25/2024 06:00:00,No CT,-0.9147,-3.1151,0.0000,No CT,0.0000,0.0000,0.0000,0.3956,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0418,-0.0162,0.0031,0.0129
08/25/2024 07:00:00,No CT,-0.8526,-2.4534,0.0003,No CT,0.0000,0.0000,0.0000,0.1099,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0424,-0.0818,0.0031,0.0126
08/25/2024 08:00:00,No CT,-0.6264,-2.0895,0.0000,No CT,0.0000,0.0000,0.0000,0.0747,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0419,-0.2279,0.0031,0.0123
08/25/2024 09:00:00,No CT,-0.5576,-2.0131,0.0071,No CT,0.0001,0.0000,0.0000,0.0714,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-0.7976,0.0091,0.0124
08/25/2024 10:00:00,No CT,-1.8047,-2.4746,0.0044,No CT,0.0003,0.0000,0.0000,0.0710,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0391,-1.5492,0.0111,1.4029
08/25/2024 11:00:00,No CT,-2.0649,-3.0380,0.0097,No CT,0.0006,0.0000,0.0000,0.0740,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-2.2259,0.0111,1.4434
08/25/2024 12:00:00,No CT,-1.8903,-2.6317,0.0019,No CT,0.0002,0.0000,0.0000,0.0728,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-2.7265,0.0111,1.4264
08/25/2024 13:00:00,No CT,-1.9014,-2.3242,0.0042,No CT,0.0002,0.0000,0.0000,0.0730,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-3.0307,0.0111,1.4057
08/25/2024 14:00:00,No CT,-1.7029,-2.4268,0.0002,No CT,0.0001,0.0000,0.0000,0.0750,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-3.1375,0.0111,1.3938
08/25/2024 15:00:00,No CT,-1.2122,-2.1279,0.0012,No CT,0.0001,0.0000,0.0000,0.0726,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-3.0277,0.0111,0.8977
08/25/2024 16:00:00,No CT,-0.5775,-2.1430,0.0000,No CT,0.0000,0.0000,0.0000,0.0870,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-2.3140,0.0111,0.3456
08/25/2024 17:00:00,No CT,-0.3277,-2.2583,0.0010,No CT,0.0000,0.0000,0.0000,0.0741,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.8592,0.0111,0.0872
08/25/2024 18:00:00,No CT,-0.8133,-2.5751,0.0027,No CT,0.0000,0.0000,0.0000,0.0734,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.1189,0.0111,0.1113
08/25/2024 19:00:00,No CT,-3.7599,-5.7059,0.0025,No CT,0.0001,0.0000,0.0000,0.0731,No CT,No CT,No CT,No CT,No CT,-0.0000,1.9796,-0.0346,0.0111,0.1614
08/25/2024 20:00:00,No CT,-5.8218,-8.3525,0.0009,No CT,0.0046,0.0000,0.0000,0.0798,No CT,No CT,No CT,No CT,No CT,-0.0000,2.6670,-0.0231,0.0111,0.2746
08/25/2024 21:00:00,No CT,-6.1518,-9.2609,0.0046,No CT,0.0016,0.3260,0.2768,0.0800,No CT,No CT,No CT,No CT,No CT,-0.0000,2.5653,-0.0253,0.0111,0.2769
08/25/2024 22:00:00,No CT,-2.6125,-4.0901,0.0011,No CT,0.0056,0.1844,0.0685,0.0780,No CT,No CT,No CT,No CT,No CT,-0.0000,0.3356,-0.0144,0.0111,0.2791
08/25/2024 23:00:00,No CT,-1.0700,-2.5476,0.0030,No CT,0.0131,0.0000,0.0000,0.0774,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0099,0.0111,0.2013
08/26/2024 00:00:00,No CT,-0.9356,-5.3441,0.0136,No CT,0.0001,0.0000,0.0000,0.0529,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0149,0.0001,0.0272
08/26/2024 01:00:00,No CT,-0.5344,-4.5170,0.0012,No CT,0.0000,0.0000,0.0000,0.0526,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0131,0.0027,0.0175
08/26/2024 02:00:00,No CT,-0.3288,-2.1934,0.0046,No CT,0.0164,0.0000,0.0000,0.0511,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0239,-0.0053,0.0001,0.0144
08/26/2024 03:00:00,No CT,-0.2311,-1.9494,0.0014,No CT,0.0000,0.0000,0.0000,0.0526,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0409,-0.0043,0.0001,0.0135
08/26/2024 04:00:00,No CT,-0.2029,-1.5050,0.0000,No CT,0.0000,0.0000,0.0000,0.0505,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0409,-0.0030,0.0001,0.0119
08/26/2024 05:00:00,No CT,-1.0509,-2.3072,0.0000,No CT,0.0000,0.0000,0.0000,0.0527,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0420,-0.0094,0.0001,0.0124
08/26/2024 06:00:00,No CT,-0.7787,-3.2292,0.0007,No CT,0.0000,0.0000,0.0000,0.5795,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0408,-0.0142,0.0035,0.0128
08/26/2024 07:00:00,No CT,-0.7294,-2.7858,0.0000,No CT,0.0000,0.0000,0.0000,0.3657,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0412,-0.0614,0.0027,0.0126
08/26/2024 08:00:00,No CT,-0.8404,-2.6285,0.0038,No CT,0.0000,0.0000,0.0000,0.3641,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0413,-0.1970,0.0061,0.0124
08/26/2024 09:00:00,No CT,-0.5777,-2.3158,0.0027,No CT,0.0001,0.0000,0.0000,0.1229,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0416,-0.7743,0.0006,0.0125
08/26/2024 10:00:00,No CT,-1.7645,-1.9542,0.0034,No CT,0.0002,0.0000,0.0000,0.0825,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0242,-1.5420,0.0019,1.3816
08/26/2024 11:00:00,No CT,-3.3045,-3.9991,0.0005,No CT,0.0001,0.0000,0.0000,0.0797,No CT,No CT,No CT,No CT,No CT,-0.0000,1.5362,-2.2171,0.0004,1.4258
08/26/2024 12:00:00,No CT,-1.9803,-2.0970,0.0029,No CT,0.0003,0.0000,0.0000,0.0898,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0900,-2.7218,0.0004,1.4249
08/26/2024 13:00:00,No CT,-4.4250,-5.7831,0.0004,No CT,0.0001,0.0000,0.0000,0.0896,No CT,No CT,No CT,No CT,No CT,-0.0000,2.6268,-3.0166,0.0004,1.3810
08/26/2024 14:00:00,No CT,-3.2409,-4.2653,0.0045,No CT,0.0004,0.0000,0.0000,0.0870,No CT,No CT,No CT,No CT,No CT,-0.0000,1.1955,-3.0997,0.0004,1.3649
08/26/2024 15:00:00,No CT,-2.0693,-3.3875,0.0000,No CT,0.0000,0.0000,0.0000,0.0923,No CT,No CT,No CT,No CT,No CT,-0.0000,0.7793,-2.9865,0.0004,0.8831
08/26/2024 16:00:00,No CT,-1.0865,-2.3706,0.0019,No CT,0.0002,0.0000,0.0000,0.0933,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-2.2993,0.0004,0.5742
08/26/2024 17:00:00,No CT,-0.6586,-2.4441,0.0017,No CT,0.0000,0.0000,0.0000,0.0918,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.8652,0.0004,0.3053
08/26/2024 18:00:00,No CT,-2.7566,-5.6418,0.0000,No CT,0.0000,0.0000,0.0000,0.0915,No CT,No CT,No CT,No CT,No CT,-0.0000,1.9369,-0.1042,0.0010,0.0129
08/26/2024 19:00:00,No CT,-2.3896,-4.9057,0.0022,No CT,0.0000,0.0000,0.0000,0.0908,No CT,No CT,No CT,No CT,No CT,-0.0000,1.3980,-0.0254,0.0010,0.0642
08/26/2024 20:00:00,No CT,-1.3603,-3.3551,0.0051,No CT,0.0088,0.0000,0.0000,0.0955,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0082,0.0017,0.1743
08/26/2024 21:00:00,No CT,-2.7139,-4.5933,0.0045,No CT,0.0006,0.6626,0.2748,0.0962,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0137,0.0017,0.1742
08/26/2024 22:00:00,No CT,-1.0951,-2.9803,0.0063,No CT,0.0043,0.0000,0.0693,0.0959,No CT,No CT,No CT,No CT,No CT,-0.0000,0.0000,-0.0090,0.0008,0.1757
